,EmployeeID,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkedHours,ScheduleInconsistency,Absences
2456,2457,No,30,Travel_Frequently,Sales,9,3,Life Sciences,1,Research Director,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,6.203947368421052,0.30547555543563265,21
2457,2458,No,24,Travel_Frequently,Sales,3,4,Marketing,1,Sales Executive,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,5.99205020920502,0.2948134164588359,10
2458,2459,Yes,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Human Resources,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,6.713237311385459,0.30997313911932345,6
2459,2460,No,31,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Laboratory Technician,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,7.616054421768708,0.3054914433852145,4
2460,2461,No,27,Travel_Rarely,Sales,3,3,Life Sciences,1,Manager,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,6.324211248285322,0.30477117009237475,6
2461,2462,Yes,29,Travel_Rarely,Sales,4,3,Marketing,5,Research Scientist,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,6.810116448326056,0.30736280399737126,20
2462,2463,No,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Sales Executive,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,8.80655509065551,0.28915993784088057,10
2463,2464,No,30,Travel_Rarely,Sales,7,3,Life Sciences,3,Sales Executive,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,7.966803278688524,0.30129876655701165,5
2464,2465,No,34,Travel_Rarely,Research & Development,1,2,Medical,2,Healthcare Representative,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,9.90014005602241,0.31903138738366255,11
2465,2466,No,33,Non-Travel,Research & Development,2,4,Medical,1,Sales Representative,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,7.38515406162465,0.3167609318340111,11
2466,2467,No,49,Travel_Rarely,Sales,3,4,Marketing,1,Sales Executive,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,7.705048409405255,0.2998172333367826,8
2467,2468,Yes,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Sales Executive,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,8.287551020408163,0.2948774875396372,4
2468,2469,No,38,Travel_Frequently,Research & Development,28,3,Medical,1,Healthcare Representative,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,7.855916305916306,0.298502942135105,18
2469,2470,Yes,31,Travel_Rarely,Human Resources,9,4,Human Resources,2,Laboratory Technician,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,6.193158660844251,0.2874907226888734,20
2470,2471,No,29,Travel_Rarely,Research & Development,3,4,Other,2,Sales Representative,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,6.333977110157368,0.2954120897432432,16
2471,2472,No,30,Travel_Rarely,Research & Development,2,1,Medical,1,Sales Representative,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,6.778466076696166,0.31269187946669,23
2472,2473,No,32,Non-Travel,Research & Development,10,4,Life Sciences,1,Laboratory Technician,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,5.983908045977011,0.27141013763090255,17
2473,2474,No,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,Manufacturing Director,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,9.003586497890296,0.2972999792799505,12
2474,2475,Yes,43,Travel_Frequently,Research & Development,1,4,Other,3,Sales Executive,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,8.375933908045978,0.30069617410011007,17
2475,2476,No,42,Travel_Rarely,Human Resources,1,3,Other,1,Healthcare Representative,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,6.706080114449214,0.2950554036871781,16
2476,2477,No,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Sales Executive,73510,8.0,20,1,34.0,3,1,0,0,3.0,,3.0,3,4,7.59490538573508,0.2891130730700345,20
2477,2478,No,33,Non-Travel,Research & Development,14,3,Other,1,Research Scientist,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,6.70076071922545,0.2974970466538501,8
2478,2479,No,41,Travel_Rarely,Research & Development,5,3,Medical,1,Sales Representative,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,,3,3,6.290507246376811,0.31424394920081716,19
2479,2480,No,34,Non-Travel,Research & Development,7,4,Medical,1,Research Scientist,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,8.189583333333333,0.29128993526877806,9
2480,2481,No,53,Non-Travel,Research & Development,10,4,Medical,2,Healthcare Representative,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,8.101282051282052,0.3100918425828676,15
2481,2482,No,43,Travel_Rarely,Sales,16,2,Marketing,1,Laboratory Technician,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,6.098060344827586,0.315321283271796,17
2482,2483,No,34,Travel_Rarely,Sales,10,2,Life Sciences,5,Sales Executive,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,7.703435672514621,0.315659585522363,21
2483,2484,Yes,21,Travel_Rarely,Sales,1,2,Marketing,5,Healthcare Representative,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,7.523319027181689,0.31305233463544657,16
2484,2485,No,38,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Sales Executive,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,6.389173789173789,0.30470601589418844,15
2485,2486,Yes,22,Travel_Rarely,Research & Development,1,3,Other,4,Research Scientist,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,8.89084699453552,0.28144341120617467,5
2486,2487,No,31,Travel_Rarely,Research & Development,8,5,Life Sciences,5,Sales Executive,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,7.279645390070921,0.29438097414700803,14
2487,2488,No,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manager,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,6.703934191702432,0.3221700405239211,16
2488,2489,No,37,Travel_Rarely,Research & Development,24,1,Life Sciences,2,Sales Executive,32910,1.0,16,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3,8.020940170940172,0.31804060798790385,15
2489,2490,No,46,Travel_Rarely,Sales,3,4,Marketing,1,Sales Representative,42720,7.0,13,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3,9.993120567375886,0.3126319328159337,14
2490,2491,No,36,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Research Scientist,50560,7.0,12,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3,9.503049645390073,0.3183013646917804,14
2491,2492,Yes,44,Travel_Frequently,Sales,10,4,Life Sciences,1,Research Scientist,28440,1.0,12,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3,9.28764367816092,0.3058506814088729,17
2492,2493,No,37,Travel_Rarely,Research & Development,19,2,Technical Degree,2,Sales Executive,27030,2.0,14,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3,6.133751743375174,0.29466401564450073,10
2493,2494,Yes,35,Travel_Rarely,Research & Development,15,4,Life Sciences,2,Research Scientist,19040,1.0,22,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4,8.58278008298755,0.3122438727971995,8
2494,2495,No,33,Travel_Rarely,Research & Development,8,5,Medical,2,Laboratory Technician,82240,6.0,19,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3,7.991594827586206,0.31487696711206187,17
2495,2496,No,28,Travel_Rarely,Sales,9,3,Medical,2,Sales Executive,47660,1.0,12,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3,7.390070921985815,0.3086089351841732,14
2496,2497,No,39,Travel_Rarely,Sales,3,4,Marketing,2,Laboratory Technician,26100,7.0,12,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3,6.909012875536481,0.3175855628402211,16
2497,2498,No,46,Non-Travel,Research & Development,9,2,Life Sciences,2,Manufacturing Director,57310,8.0,17,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3,6.691004184100418,0.3024949953382957,10
2498,2499,No,40,Travel_Rarely,Research & Development,2,2,Medical,1,Research Director,25390,4.0,12,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3,6.555371900826446,0.3184754408266073,7
2499,2500,No,42,Travel_Rarely,Research & Development,7,4,Other,2,Laboratory Technician,57140,5.0,11,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3,6.600700280112045,0.29120227101159735,11
2500,2501,No,35,Non-Travel,Sales,10,1,Life Sciences,2,Research Director,43230,2.0,18,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3,6.70281207133059,0.28691570973157143,6
2501,2502,No,38,Non-Travel,Sales,6,4,Marketing,3,Sales Executive,73360,5.0,11,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3,7.758515283842794,0.2771703704396714,20
2502,2503,Yes,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Manufacturing Director,134990,4.0,23,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4,7.8886724386724385,0.3136242056073261,18
2503,2504,Yes,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Laboratory Technician,137580,1.0,11,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3,6.196180555555555,0.2835628070601635,9
2504,2505,No,39,Travel_Frequently,Research & Development,2,1,Medical,2,Healthcare Representative,51550,2.0,18,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3,6.195598845598845,0.2981199946914642,18
2505,2506,No,43,Non-Travel,Human Resources,8,5,Medical,3,Sales Executive,22580,4.0,18,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3,7.3999999999999995,0.29312714122633027,18
2506,2507,No,41,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Research Scientist,35970,3.0,13,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3,7.811695906432749,0.31527804048133995,21
2507,2508,No,41,Travel_Rarely,Research & Development,1,1,Technical Degree,3,Laboratory Technician,25150,0.0,18,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3,10.281111111111109,0.28820110434071883,9
2508,2509,No,30,Travel_Rarely,Sales,26,3,Marketing,2,Manager,44200,9.0,11,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3,7.1141737891737895,0.28216569559185084,15
2509,2510,Yes,26,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Sales Executive,65780,0.0,15,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3,8.717507002801119,0.3122226032270888,11
2510,2511,Yes,46,Travel_Rarely,Research & Development,10,3,Medical,1,Sales Executive,44220,4.0,11,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3,8.024609929078013,0.2784510968362477,14
2511,2512,No,40,Travel_Rarely,Sales,27,2,Medical,3,Sales Executive,102740,4.0,18,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3,6.610450819672131,0.2977241037179642,5
2512,2513,No,34,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Laboratory Technician,53430,1.0,14,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3,7.377222222222222,0.2946508710363319,9
2513,2514,No,58,Non-Travel,Research & Development,2,4,Medical,1,Laboratory Technician,23760,4.0,12,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3,6.598975409836066,0.30533745752110303,5
2514,2515,No,35,Travel_Rarely,Research & Development,8,1,Technical Degree,3,Manufacturing Director,53460,0.0,14,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3,7.41073919107392,0.3121415096231885,10
2515,2516,No,47,Travel_Rarely,Research & Development,19,5,Medical,2,Research Scientist,28270,8.0,14,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3,10.67822695035461,0.2849618207298627,14
2516,2517,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Manager,199430,2.0,13,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3,7.226221264367815,0.3055574688187016,17
2517,2518,No,54,Travel_Rarely,Sales,27,4,Medical,1,Research Scientist,31310,4.0,14,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3,7.075,0.3074990706751433,23
2518,2519,No,31,Travel_Frequently,Sales,8,4,Other,3,Manufacturing Director,25520,2.0,18,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3,7.4946142649199405,0.29319900518709685,20
2519,2520,No,28,Travel_Rarely,Sales,1,2,Life Sciences,3,Manager,44770,1.0,15,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3,7.6117283950617285,0.2892974846043159,6
2520,2521,No,38,Travel_Rarely,Research & Development,19,3,Medical,2,Manufacturing Director,64740,2.0,13,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3,9.501028806584362,0.302035606558659,6
2521,2522,No,26,Travel_Rarely,Sales,8,3,Marketing,1,Healthcare Representative,30330,1.0,12,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3,6.116033755274262,0.31466846465553766,12
2522,2523,No,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Sales Representative,29360,2.0,13,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3,9.614965986394557,0.30004241759760214,4
2523,2524,No,18,Non-Travel,Research & Development,2,3,Life Sciences,3,Sales Representative,186060,1.0,24,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4,7.630786026200874,0.3014030965455664,20
2524,2525,Yes,31,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Laboratory Technician,21680,0.0,14,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3,6.141596638655462,0.30371473812592825,11
2525,2526,Yes,29,Travel_Rarely,Research & Development,8,2,Medical,1,Manager,28530,4.0,14,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3,8.673441734417342,0.27916459286835593,3
2526,2527,No,45,Non-Travel,Sales,1,4,Technical Degree,1,Research Scientist,170480,4.0,15,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3,7.199926253687316,0.295436021735777,23
2527,2528,No,36,Travel_Rarely,Sales,2,3,Technical Degree,5,Laboratory Technician,22900,4.0,11,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3,10.68243430152144,0.29752378001047725,8
2528,2529,No,43,Travel_Frequently,Sales,8,3,Medical,1,Research Director,36000,1.0,23,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4,7.031412894375857,0.30783246988944224,6
2529,2530,No,27,Travel_Frequently,Sales,8,4,Life Sciences,5,Research Scientist,21070,0.0,13,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3,10.221496598639455,0.3122161740378521,4
2530,2531,No,29,Travel_Frequently,Research & Development,6,2,Medical,1,Human Resources,41150,1.0,11,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3,7.693209876543209,0.30682800272897126,6
2531,2532,No,32,Travel_Frequently,Sales,9,4,Life Sciences,4,Sales Executive,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,7.595924308588063,0.2824871894852232,20
2532,2533,No,42,Non-Travel,Research & Development,11,3,Medical,1,Manager,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,6.496373779637379,0.318729401194869,10
2533,2534,No,47,Travel_Rarely,Sales,2,2,Life Sciences,5,Manager,31960,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,6.116310541310542,0.29935212799737054,15
2534,2535,No,46,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Laboratory Technician,190810,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,7.19198312236287,0.3150416602969304,12
2535,2536,No,28,Non-Travel,Research & Development,7,3,Life Sciences,1,Sales Executive,89660,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,7.716168091168091,0.2986730518113623,15
2536,2537,No,29,Travel_Rarely,Research & Development,16,3,Medical,1,Manufacturing Director,22100,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,8.041124661246613,0.3011781290184427,3
2537,2538,No,42,Travel_Rarely,Sales,2,4,Medical,2,Research Director,45390,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,6.596137339055795,0.281849359994492,16
2538,2539,Yes,32,Travel_Rarely,Research & Development,1,1,Medical,2,Laboratory Technician,27410,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,10.426652892561984,0.32352675165884537,7
2539,2540,No,46,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Laboratory Technician,34910,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,7.879020467836257,0.2969585356590307,21
2540,2541,No,27,Travel_Rarely,Sales,2,3,Life Sciences,5,Research Scientist,45410,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,7.124410029498525,0.28549026474850964,23
2541,2542,No,29,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,26780,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,7.963502109704641,0.2937073590684831,12
2542,2543,No,43,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,73790,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,6.2868575624082235,0.32504348558858015,22
2543,2544,No,48,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Manager,62720,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,6.085225618631732,0.29820961799967,20
2544,2545,Yes,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Laboratory Technician,52200,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,8.6,0.298703327444302,20
2545,2546,Yes,46,Travel_Rarely,Research & Development,4,4,Medical,2,Sales Representative,27430,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,7.887638888888889,0.30155458195003726,9
2546,2547,No,27,Travel_Frequently,Research & Development,16,4,Medical,3,Healthcare Representative,49980,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,7.677612994350284,0.28135567517232374,13
2547,2548,No,39,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Healthcare Representative,102520,8.0,13,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3,6.535930735930736,0.3331536124640149,18
2548,2549,No,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Human Resources,27810,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,6.190117994100295,0.3102884847946714,23
2549,2550,No,28,Travel_Rarely,Research & Development,29,2,Life Sciences,2,Laboratory Technician,68520,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,6.9933609958506215,0.28752244352051504,8
2550,2551,Yes,30,Travel_Rarely,Sales,12,4,Life Sciences,2,Sales Executive,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,7.683470507544581,0.2885602426665862,6
2551,2552,Yes,22,Travel_Rarely,Research & Development,16,2,Life Sciences,2,Laboratory Technician,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,10.508126721763086,0.30102072834123855,7
2552,2553,No,36,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Sales Executive,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,9.496521739130435,0.30912058254274305,19
2553,2554,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,5,Manager,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,7.516666666666667,0.26979899035930915,6
2554,2555,No,34,Travel_Rarely,Sales,14,2,Technical Degree,1,Sales Executive,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,8.094733044733044,0.31607929640531396,18
2555,2556,No,29,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Sales Executive,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,7.076101928374655,0.32194642010112856,7
2556,2557,No,37,Travel_Rarely,Research & Development,7,2,Medical,1,Manufacturing Director,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,8.703768115942028,0.29999646430738725,19
2557,2558,No,35,Travel_Rarely,Sales,2,1,Technical Degree,2,Laboratory Technician,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,10.515358126721763,0.2880292833587528,7
2558,2559,No,45,Travel_Rarely,Research & Development,3,3,Medical,2,Sales Executive,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,7.113935574229693,0.2995222800106911,11
2559,2560,No,36,Travel_Frequently,Research & Development,5,3,Medical,4,Manufacturing Director,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,6.537301587301589,0.31701754837282503,18
2560,2561,No,40,Travel_Rarely,Research & Development,3,3,Other,1,Sales Executive,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,6.808552631578947,0.3058138737820086,21
2561,2562,No,26,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Human Resources,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,9.305532503457814,0.30906364480717663,8
2562,2563,No,27,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Manufacturing Director,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4,7.5935786435786445,0.3014090485873944,18
2563,2564,No,48,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Research Director,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,7.185802469135803,0.3129952256485207,6
2564,2565,No,44,Travel_Rarely,Sales,1,2,Medical,4,Manager,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,7.078879310344828,0.2876434987425806,17
2565,2566,Yes,34,Non-Travel,Research & Development,27,2,Life Sciences,1,Sales Representative,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,10.214357864357867,0.3018970943534982,18
2566,2567,Yes,56,Travel_Rarely,Human Resources,1,2,Medical,5,Sales Executive,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,6.8954861111111105,0.3152258813748963,9
2567,2568,No,36,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Healthcare Representative,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,7.318644067796609,0.25960067744585275,13
2568,2569,No,41,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Sales Executive,66230,5.0,18,0,14.0,3,5,1,4,,2.0,3.0,3,3,6.39620886981402,0.295045206816416,16
2569,2570,No,42,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,7.415144927536232,0.31337935718245147,19
2570,2571,No,31,Travel_Rarely,Sales,9,4,Life Sciences,1,Sales Executive,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,8.31715481171548,0.28858411909270837,10
2571,2572,No,34,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Laboratory Technician,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,9.213729508196721,0.27516641373809564,5
2572,2573,No,31,Travel_Rarely,Sales,25,2,Life Sciences,3,Manufacturing Director,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,6.783625730994151,0.3062139301759839,21
2573,2574,No,26,Travel_Frequently,Sales,16,2,Life Sciences,2,Healthcare Representative,83800,0.0,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,6.094170096021949,0.2995639024525818,6
2574,2575,No,45,Travel_Frequently,Research & Development,8,4,Life Sciences,2,Manager,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,7.787928669410151,0.3025923031206044,6
2575,2576,No,33,Travel_Rarely,Sales,1,3,Life Sciences,5,Sales Executive,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,6.366316526610644,0.3020411710323278,11
2576,2577,No,28,Travel_Frequently,Sales,8,3,Life Sciences,4,Research Scientist,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,10.595780590717299,0.2907763387759782,12
2577,2578,Yes,29,Travel_Frequently,Human Resources,2,4,Human Resources,2,Sales Executive,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,6.790846994535519,0.3048978034988097,5
2578,2579,No,39,Non-Travel,Research & Development,8,5,Medical,2,Sales Representative,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,6.278985507246376,0.2915441726752191,19
2579,2580,No,27,Travel_Rarely,Sales,3,2,Technical Degree,2,Healthcare Representative,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,7.281904761904761,0.30732405138934105,4
2580,2581,No,34,Travel_Frequently,Research & Development,9,4,Life Sciences,2,Manufacturing Director,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,8.89808743169399,0.29118185093790794,5
2581,2582,Yes,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Research Director,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,9.392677824267784,0.3286046572950694,10
2582,2583,No,47,Non-Travel,Research & Development,1,4,Medical,1,Research Scientist,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,5.995850914205345,0.28438893340524735,12
2583,2584,No,56,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Sales Executive,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,,3,3,7.906968390804597,0.3049253331079163,17
2584,2585,No,39,Travel_Rarely,Research & Development,1,3,Other,1,Laboratory Technician,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,7.018312757201645,0.28899892971804825,6
2585,2586,No,38,Travel_Frequently,Research & Development,4,2,Medical,1,Manager,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,10.800280112044819,0.30485093932397545,11
2586,2587,No,58,Travel_Rarely,Sales,5,3,Marketing,5,Sales Representative,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,9.880354609929077,0.295707057490867,14
2587,2588,Yes,32,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Laboratory Technician,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,10.219432624113475,0.2926453239838546,14
2588,2589,No,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Sales Representative,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,7.616041666666666,0.26835977807061767,9
2589,2590,No,49,Travel_Frequently,Sales,11,4,Life Sciences,2,Research Scientist,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,6.335644257703081,0.3038471507207305,11
2590,2591,No,42,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,8.703758865248226,0.3064110999702863,14
