,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1731,1732,29,No,Travel_Frequently,Sales,2,4,Life Sciences,1732,4,Healthcare Representative,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,No
1732,1733,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,1733,1,Sales Executive,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,No
1733,1734,27,No,Travel_Frequently,Sales,4,3,Technical Degree,1734,5,Laboratory Technician,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,No
1734,1735,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1735,3,Manager,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,No
1735,1736,50,No,Travel_Rarely,Sales,5,3,Medical,1736,1,Laboratory Technician,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,No
1736,1737,34,No,Travel_Rarely,Research & Development,18,1,Medical,1737,1,Healthcare Representative,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,No
1737,1738,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,1738,1,Healthcare Representative,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,Yes
1738,1739,39,No,Travel_Rarely,Research & Development,12,5,Medical,1739,1,Sales Representative,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,No
1739,1740,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1740,5,Research Scientist,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,No
1740,1741,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,1741,4,Sales Representative,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,Yes
1741,1742,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1742,1,Sales Executive,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,No
1742,1743,27,No,Travel_Rarely,Research & Development,10,3,Medical,1743,5,Research Scientist,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,No
1743,1744,32,No,Travel_Rarely,Sales,1,3,Medical,1744,2,Sales Executive,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,No
1744,1745,47,No,Travel_Rarely,Research & Development,2,3,Medical,1745,5,Sales Executive,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,No
1745,1746,40,No,Travel_Frequently,Research & Development,3,4,Medical,1746,3,Human Resources,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,No
1746,1747,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1747,2,Laboratory Technician,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,No
1747,1748,41,No,Travel_Rarely,Sales,6,3,Medical,1748,1,Sales Executive,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,No
1748,1749,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1749,5,Laboratory Technician,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,No
1749,1750,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1750,2,Manufacturing Director,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,No
1750,1751,41,No,Travel_Rarely,Research & Development,3,3,Medical,1751,1,Manufacturing Director,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,No
1751,1752,50,No,Travel_Rarely,Sales,9,3,Life Sciences,1752,2,Research Scientist,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,No
1752,1753,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1753,3,Research Scientist,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,Yes
1753,1754,36,No,Non-Travel,Research & Development,10,4,Technical Degree,1754,2,Research Scientist,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,No
1754,1755,38,No,Travel_Rarely,Research & Development,1,3,Medical,1755,3,Manager,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,No
1755,1756,44,No,Non-Travel,Research & Development,8,2,Life Sciences,1756,1,Research Scientist,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,No
1756,1757,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,1757,1,Research Scientist,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,No
1757,1758,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1758,2,Sales Executive,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,No
1758,1759,29,No,Travel_Rarely,Research & Development,1,2,Medical,1759,1,Sales Executive,106730,1.0,13,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,No
1759,1760,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1760,1,Sales Executive,50100,6.0,21,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,Yes
1760,1761,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,1761,1,Laboratory Technician,135490,3.0,11,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,No
1761,1762,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,1762,2,Healthcare Representative,49990,3.0,12,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,No
1762,1763,23,No,Travel_Rarely,Sales,13,3,Marketing,1763,5,Sales Executive,42210,1.0,11,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,No
1763,1764,39,No,Travel_Rarely,Sales,2,4,Marketing,1764,4,Healthcare Representative,138720,9.0,12,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,No
1764,1765,56,No,Travel_Rarely,Research & Development,2,4,Medical,1765,1,Manager,20420,7.0,12,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,No
1765,1766,40,No,Travel_Rarely,Sales,9,3,Marketing,1766,2,Research Scientist,20730,0.0,14,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,No
1766,1767,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1767,1,Laboratory Technician,29560,8.0,13,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,No
1767,1768,29,No,Travel_Rarely,Sales,20,3,Marketing,1768,2,Manager,29260,1.0,15,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,No
1768,1769,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1769,3,Laboratory Technician,48090,2.0,18,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,No
1769,1770,35,No,Non-Travel,Research & Development,5,1,Medical,1770,1,Healthcare Representative,51630,2.0,18,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,No
1770,1771,32,No,Travel_Frequently,Sales,4,4,Life Sciences,1771,2,Sales Executive,188440,1.0,19,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3,No
1771,1772,38,No,Travel_Rarely,Sales,10,3,Medical,1772,4,Laboratory Technician,181720,6.0,12,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,No
1772,1773,34,No,Travel_Rarely,Research & Development,20,3,Medical,1773,3,Laboratory Technician,57440,3.0,19,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,No
1773,1774,52,No,Travel_Rarely,Sales,21,5,Technical Degree,1774,3,Manager,28890,1.0,11,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,No
1774,1775,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1775,3,Laboratory Technician,28710,1.0,17,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,Yes
1775,1776,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1776,2,Research Scientist,74840,1.0,15,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,No
1776,1777,45,No,Travel_Rarely,Sales,2,3,Life Sciences,1777,3,Healthcare Representative,60740,0.0,14,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,No
1777,1778,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1778,2,Research Scientist,173280,1.0,17,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,No
1778,1779,47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1779,1,Research Director,27740,4.0,13,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3,Yes
1779,1780,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1780,1,Research Scientist,45050,1.0,12,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,No
1780,1781,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1781,4,Laboratory Technician,74280,5.0,12,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,Yes
1781,1782,36,No,Non-Travel,Research & Development,7,2,Life Sciences,1782,5,Sales Executive,116310,1.0,18,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,No
1782,1783,52,No,Non-Travel,Research & Development,1,4,Life Sciences,1783,5,Sales Executive,97380,0.0,18,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3,No
1783,1784,26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1784,1,Manufacturing Director,28350,3.0,11,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3,No
1784,1785,29,No,Travel_Rarely,Research & Development,10,2,Medical,1785,3,Manufacturing Director,169590,4.0,14,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,No
1785,1786,26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1786,2,Laboratory Technician,26130,6.0,19,1,6.0,2,4,1,2,4.0,1.0,,3,3,Yes
1786,1787,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1787,2,Manufacturing Director,61460,2.0,12,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,No
1787,1788,54,No,Travel_Rarely,Research & Development,18,4,Medical,1788,2,Laboratory Technician,49630,9.0,15,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,No
1788,1789,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1789,4,Research Scientist,195370,0.0,12,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,No
1789,1790,37,No,Travel_Rarely,Sales,2,4,Technical Degree,1790,2,Manufacturing Director,61720,0.0,11,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,No
1790,1791,38,No,Travel_Frequently,Sales,2,4,Life Sciences,1791,2,Research Scientist,23680,6.0,11,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,No
1791,1792,34,No,Travel_Rarely,Sales,2,3,Marketing,1792,1,Sales Representative,103120,1.0,12,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3,No
1792,1793,35,No,Travel_Rarely,Research & Development,5,4,Medical,1793,3,Manager,16750,1.0,16,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,No
1793,1794,30,No,Travel_Rarely,Research & Development,20,3,Medical,1794,1,Laboratory Technician,25230,3.0,13,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,No
1794,1795,40,No,Travel_Frequently,Research & Development,10,4,Medical,1795,2,Manufacturing Director,65670,1.0,13,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,No
1795,1796,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1796,3,Healthcare Representative,47390,5.0,24,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,No
1796,1797,42,No,Travel_Frequently,Research & Development,9,4,Medical,1797,1,Manufacturing Director,92080,1.0,15,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,No
1797,1798,23,Yes,Travel_Rarely,Sales,2,3,Medical,1798,4,Manufacturing Director,45590,1.0,18,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,Yes
1798,1799,24,No,Non-Travel,Sales,1,5,Marketing,1799,1,Manufacturing Director,81890,1.0,14,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,No
1799,1800,52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1800,2,Manufacturing Director,29420,8.0,11,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,No
1800,1801,50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1801,2,Sales Executive,49410,5.0,11,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,No
1801,1802,29,Yes,Travel_Rarely,Sales,2,4,Marketing,1802,4,Research Scientist,106500,1.0,13,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,Yes
1802,1803,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1803,4,Manufacturing Director,59020,0.0,12,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,No
1803,1804,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1804,1,Human Resources,86390,5.0,16,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,Yes
1804,1805,47,No,Travel_Rarely,Research & Development,6,4,Other,1805,2,Manager,63470,1.0,14,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,No
1805,1806,36,No,Travel_Rarely,Sales,6,3,Medical,1806,2,Sales Executive,42000,0.0,22,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,No
1806,1807,29,No,Travel_Rarely,Research & Development,10,3,Other,1807,1,Research Scientist,34520,1.0,11,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,No
1807,1808,58,Yes,Travel_Rarely,Research & Development,24,3,Other,1808,2,Research Scientist,43170,7.0,17,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,Yes
1808,1809,35,No,Travel_Rarely,Sales,10,4,Marketing,1809,1,Research Scientist,26320,3.0,13,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,No
1809,1810,42,No,Travel_Rarely,Sales,15,1,Marketing,1810,2,Laboratory Technician,46680,9.0,18,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,No
1810,1811,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1811,2,Sales Executive,32040,6.0,16,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,Yes
1811,1812,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1812,2,Healthcare Representative,27200,4.0,14,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,No
1812,1813,32,No,Travel_Rarely,Research & Development,3,1,Medical,1813,2,Manufacturing Director,171810,1.0,14,0,14.0,2,14,6,8,,3.0,3.0,2,3,No
1813,1814,40,No,Travel_Frequently,Sales,9,3,Marketing,1814,3,Manufacturing Director,22380,6.0,14,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3,No
1814,1815,30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1815,2,Research Director,14830,5.0,13,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,No
1815,1816,45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1816,1,Research Director,56050,1.0,12,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,No
1816,1817,42,No,Travel_Rarely,Research & Development,20,2,Medical,1817,2,Sales Representative,72950,1.0,15,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,No
1817,1818,38,No,Travel_Frequently,Sales,4,3,Medical,1818,2,Research Scientist,23060,2.0,19,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,No
1818,1819,34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1819,3,Laboratory Technician,23480,1.0,14,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,No
1819,1820,49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1820,2,Healthcare Representative,89980,1.0,14,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,Yes
1820,1821,55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1821,4,Manufacturing Director,43190,4.0,11,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,Yes
1821,1822,43,No,Travel_Rarely,Research & Development,25,2,Medical,1822,2,Healthcare Representative,61320,6.0,13,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,No
1822,1823,27,No,Travel_Rarely,Sales,2,4,Medical,1823,2,Manager,33460,1.0,21,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,No
1823,1824,35,No,Travel_Rarely,Research & Development,1,3,Medical,1824,1,Research Director,108550,3.0,13,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,No
1824,1825,28,No,Travel_Rarely,Sales,1,2,Technical Degree,1825,1,Sales Executive,22310,1.0,12,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,No
1825,1826,34,No,Travel_Rarely,Sales,2,5,Life Sciences,1826,4,Research Scientist,23230,0.0,17,0,4.0,2,3,0,2,3.0,4.0,1.0,3,3,No
1826,1827,26,Yes,Travel_Frequently,Research & Development,22,4,Other,1827,1,Sales Executive,20240,1.0,23,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,Yes
1827,1828,27,No,Non-Travel,Sales,1,3,Technical Degree,1828,1,Sales Executive,27130,1.0,11,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,No
1828,1829,51,No,Travel_Rarely,Sales,16,3,Medical,1829,3,Research Scientist,94390,2.0,15,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,No
1829,1830,44,No,Travel_Rarely,Sales,24,5,Medical,1830,1,Sales Executive,25660,9.0,11,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,No
1830,1831,25,No,Travel_Rarely,Research & Development,17,3,Medical,1831,1,Laboratory Technician,199260,7.0,11,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,No
1831,1832,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1832,3,Laboratory Technician,24510,1.0,13,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,No
1832,1833,35,No,Travel_Rarely,Sales,6,4,Medical,1833,2,Manager,94190,1.0,24,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,No
1833,1834,36,No,Travel_Rarely,Sales,10,4,Marketing,1834,3,Manager,86860,1.0,13,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,No
1834,1835,32,No,Travel_Rarely,Research & Development,3,4,Medical,1835,4,Sales Executive,30380,2.0,20,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,No
1835,1836,30,No,Travel_Frequently,Research & Development,4,5,Medical,1836,5,Sales Representative,30580,9.0,14,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,No
1836,1837,53,No,Travel_Rarely,Sales,6,3,Marketing,1837,4,Sales Executive,23250,7.0,18,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,No
1837,1838,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1838,2,Healthcare Representative,20880,4.0,15,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,No
1838,1839,32,No,Travel_Rarely,Sales,10,3,Marketing,1839,1,Human Resources,30720,5.0,12,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,No
1839,1840,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1840,2,Laboratory Technician,50060,3.0,16,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,No
1840,1841,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1841,4,Laboratory Technician,42570,4.0,15,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,No
1841,1842,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1842,1,Healthcare Representative,25000,1.0,16,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,No
1842,1843,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1843,1,Sales Representative,11020,6.0,19,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,No
1843,1844,44,No,Travel_Rarely,Research & Development,22,3,Medical,1844,1,Laboratory Technician,104530,2.0,11,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,No
1844,1845,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1845,2,Laboratory Technician,22880,5.0,16,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,No
1845,1846,36,No,Travel_Rarely,Research & Development,14,3,Other,1846,2,Research Scientist,39290,0.0,24,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,No
1846,1847,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1847,1,Laboratory Technician,23110,1.0,11,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3,No
1847,1848,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1848,1,Healthcare Representative,31400,1.0,13,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3,No
1848,1849,35,Yes,Travel_Frequently,Sales,8,2,Marketing,1849,1,Laboratory Technician,36900,1.0,13,1,10.0,2,10,7,8,4.0,2.0,,4,3,Yes
1849,1850,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1850,1,Sales Executive,44500,0.0,13,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3,No
1850,1851,25,No,Travel_Rarely,Sales,5,3,Marketing,1851,4,Research Scientist,27560,1.0,12,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3,No
1851,1852,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1852,2,Sales Representative,190330,2.0,18,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3,No
1852,1853,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1853,2,Healthcare Representative,187220,0.0,22,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4,No
1853,1854,32,No,Travel_Frequently,Research & Development,12,5,Medical,1854,1,Research Scientist,95470,1.0,13,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3,No
1854,1855,38,No,Travel_Rarely,Sales,22,2,Medical,1855,1,Sales Executive,137340,0.0,13,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3,No
1855,1856,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1856,2,Research Scientist,199990,2.0,23,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4,No
1856,1857,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1857,3,Sales Executive,22790,3.0,12,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3,No
1857,1858,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1858,3,Laboratory Technician,59160,6.0,12,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3,Yes
1858,1859,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1859,1,Sales Representative,20890,5.0,16,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3,No
1859,1860,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1860,3,Healthcare Representative,167920,3.0,12,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3,No
1860,1861,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1861,3,Human Resources,35640,5.0,11,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3,No
1861,1862,53,No,Travel_Rarely,Research & Development,1,1,Medical,1862,1,Sales Executive,44250,6.0,22,1,33.0,2,12,3,8,4.0,4.0,3.0,4,4,No
1862,1863,43,No,Travel_Frequently,Research & Development,1,3,Medical,1863,1,Laboratory Technician,52650,4.0,11,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3,No
1863,1864,47,No,Travel_Rarely,Sales,15,4,Marketing,1864,3,Research Director,65530,0.0,15,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3,No
1864,1865,37,No,Non-Travel,Research & Development,1,5,Medical,1865,2,Research Scientist,62610,1.0,12,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3,No
1865,1866,50,No,Non-Travel,Research & Development,17,3,Medical,1866,1,Laboratory Technician,42980,1.0,20,1,31.0,6,31,14,7,1.0,1.0,3.0,3,4,No
1866,1867,39,No,Travel_Rarely,Research & Development,1,3,Other,1867,3,Human Resources,68040,8.0,14,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3,No
1867,1868,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1868,2,Manufacturing Director,38150,3.0,11,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3,No
1868,1869,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1869,1,Laboratory Technician,27410,1.0,15,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3,Yes
1869,1870,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1870,4,Healthcare Representative,66730,6.0,12,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3,No
1870,1871,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1871,2,Manufacturing Director,76390,1.0,14,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3,No
1871,1872,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1872,1,Research Scientist,23280,1.0,11,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3,No
1872,1873,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1873,1,Sales Executive,21530,9.0,11,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3,Yes
1873,1874,43,No,Travel_Rarely,Sales,7,4,Marketing,1874,2,Sales Executive,48760,4.0,16,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3,No
1874,1875,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1875,2,Sales Executive,93960,1.0,12,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3,Yes
1875,1876,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1876,2,Sales Executive,104000,1.0,13,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3,Yes
1876,1877,36,No,Travel_Rarely,Research & Development,26,4,Medical,1877,1,Laboratory Technician,84740,0.0,14,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3,No
1877,1878,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1878,2,Manufacturing Director,99810,1.0,21,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4,No
1878,1879,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1879,1,Laboratory Technician,124900,0.0,13,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3,Yes
1879,1880,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1880,2,Sales Executive,26570,4.0,11,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3,Yes
1880,1881,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1881,3,Manager,135910,5.0,20,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4,No
1881,1882,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1882,4,Human Resources,66960,7.0,11,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3,Yes
1882,1883,27,No,Travel_Rarely,Research & Development,1,3,Medical,1883,1,Research Scientist,20580,1.0,14,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3,No
1883,1884,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1884,2,Human Resources,88650,1.0,11,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3,No
1884,1885,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1885,2,Human Resources,59400,7.0,16,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3,No
1885,1886,33,No,Travel_Rarely,Sales,2,3,Marketing,1886,1,Sales Executive,59140,3.0,16,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3,No
1886,1887,58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1887,1,Research Scientist,26220,2.0,23,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4,No
